AlarmClock
stair	1	0	3.453E-5	2.2916E-5
worst	2	7	5.755E-5	3.43745E-4
compel	1	0	3.453E-5	2.2916E-5
drown	3	0	8.057E-5	2.2916E-5
result	5	1	1.2661E-4	6.8749E-5
edit	1	2	3.453E-5	1.14582E-4
awakening	5	0	1.2661E-4	2.2916E-5
real	19	8	4.4889E-4	3.89578E-4
ajar	0	1	1.151E-5	6.8749E-5
cancel	0	1	1.151E-5	6.8749E-5
wind	9	3	2.1869E-4	1.60414E-4
whenever	4	1	1.0359E-4	6.8749E-5
milton	1	0	3.453E-5	2.2916E-5
tardy	2	1	5.755E-5	6.8749E-5
reinstall	0	1	1.151E-5	6.8749E-5
golf	0	1	1.151E-5	6.8749E-5
mug	1	0	3.453E-5	2.2916E-5
sale	2	0	5.755E-5	2.2916E-5
for	807	331	0.018588644	0.015193528
breast	1	0	3.453E-5	2.2916E-5
plesant	1	0	3.453E-5	2.2916E-5
screwdriver	4	0	1.0359E-4	2.2916E-5
blink	3	0	8.057E-5	2.2916E-5
waking	1	1	3.453E-5	6.8749E-5
cheapness	0	1	1.151E-5	6.8749E-5
annoyance	2	1	5.755E-5	6.8749E-5
journey	1	0	3.453E-5	2.2916E-5
decent	6	8	1.4963E-4	3.89578E-4
present	7	2	1.7265E-4	1.14582E-4
mark	1	0	3.453E-5	2.2916E-5
woody	3	0	8.057E-5	2.2916E-5
haha	3	0	8.057E-5	2.2916E-5
wakeup	1	2	3.453E-5	1.14582E-4
prominent	2	1	5.755E-5	6.8749E-5
suggestion	2	0	5.755E-5	2.2916E-5
knurled	1	0	3.453E-5	2.2916E-5
stormtrooper	5	0	1.2661E-4	2.2916E-5
quirk	1	0	3.453E-5	2.2916E-5
service	7	7	1.7265E-4	3.43745E-4
damage	3	4	8.057E-5	2.06247E-4
scardy	1	0	3.453E-5	2.2916E-5
various	2	0	5.755E-5	2.2916E-5
wont	2	0	5.755E-5	2.2916E-5
cell	12	4	2.8775E-4	2.06247E-4
ocd	1	0	3.453E-5	2.2916E-5
macular	1	0	3.453E-5	2.2916E-5
lovely	6	1	1.4963E-4	6.8749E-5
increase	4	6	1.0359E-4	2.97912E-4
evidently	1	0	3.453E-5	2.2916E-5
packed	1	0	3.453E-5	2.2916E-5
manageable	1	0	3.453E-5	2.2916E-5
die	14	7	3.3379E-4	3.43745E-4
seem	41	32	9.5533E-4	0.001489562
curve	1	0	3.453E-5	2.2916E-5
dodge	1	0	3.453E-5	2.2916E-5
hve	0	1	1.151E-5	6.8749E-5
luminous	1	0	3.453E-5	2.2916E-5
front	10	1	2.4171E-4	6.8749E-5
gear	2	0	5.755E-5	2.2916E-5
budge	0	1	1.151E-5	6.8749E-5
viewer	2	0	5.755E-5	2.2916E-5
coordinate	2	0	5.755E-5	2.2916E-5
surprise	8	1	1.9567E-4	6.8749E-5
corny	1	0	3.453E-5	2.2916E-5
retire	2	0	5.755E-5	2.2916E-5
yet	29	4	6.7909E-4	2.06247E-4
restrictive	0	1	1.151E-5	6.8749E-5
charger	1	0	3.453E-5	2.2916E-5
mechanism	3	3	8.057E-5	1.60414E-4
flat	3	1	8.057E-5	6.8749E-5
foreign	1	0	3.453E-5	2.2916E-5
placement	3	1	8.057E-5	6.8749E-5
bounce	1	1	3.453E-5	6.8749E-5
worried	1	0	3.453E-5	2.2916E-5
crack	1	2	3.453E-5	1.14582E-4
even	88	63	0.002037269	0.002910374
look	133	90	0.003073169	0.004147856
though	32	23	7.4815E-4	0.001077068
tense	1	0	3.453E-5	2.2916E-5
scissors	1	0	3.453E-5	2.2916E-5
sucessfully	2	0	5.755E-5	2.2916E-5
tracker	1	0	3.453E-5	2.2916E-5
burst	2	0	5.755E-5	2.2916E-5
lacrosse	1	1	3.453E-5	6.8749E-5
cosmetic	1	0	3.453E-5	2.2916E-5
unhappy	1	2	3.453E-5	1.14582E-4
frazzle	1	0	3.453E-5	2.2916E-5
combo	1	0	3.453E-5	2.2916E-5
mailing	0	1	1.151E-5	6.8749E-5
zealand	1	0	3.453E-5	2.2916E-5
lovelovelove	1	0	3.453E-5	2.2916E-5
bargain	4	0	1.0359E-4	2.2916E-5
smooth	1	2	3.453E-5	1.14582E-4
kiss	1	0	3.453E-5	2.2916E-5
loud	108	39	0.002497669	0.00181039
remedy	1	0	3.453E-5	2.2916E-5
overkill	1	0	3.453E-5	2.2916E-5
evidence	1	0	3.453E-5	2.2916E-5
duration	2	0	5.755E-5	2.2916E-5
lazy	0	1	1.151E-5	6.8749E-5
yearssss	1	0	3.453E-5	2.2916E-5
friendly	9	1	2.1869E-4	6.8749E-5
worker	2	0	5.755E-5	2.2916E-5
sunrise	16	9	3.7983E-4	4.3541E-4
cabin	1	0	3.453E-5	2.2916E-5
mother	6	0	1.4963E-4	2.2916E-5
sorry	1	5	3.453E-5	2.5208E-4
unable	5	0	1.2661E-4	2.2916E-5
cent	1	0	3.453E-5	2.2916E-5
disturbing	2	0	5.755E-5	2.2916E-5
disability	1	0	3.453E-5	2.2916E-5
atmoshpere	1	0	3.453E-5	2.2916E-5
pro	15	4	3.5681E-4	2.06247E-4
anyhow	1	0	3.453E-5	2.2916E-5
dab	0	1	1.151E-5	6.8749E-5
staion	0	1	1.151E-5	6.8749E-5
intervene	1	0	3.453E-5	2.2916E-5
companion	4	0	1.0359E-4	2.2916E-5
available	11	5	2.6473E-4	2.5208E-4
keeper	1	0	3.453E-5	2.2916E-5
installed	1	1	3.453E-5	6.8749E-5
writting	1	0	3.453E-5	2.2916E-5
around	22	10	5.1795E-4	4.81243E-4
circadian	1	1	3.453E-5	6.8749E-5
leak	1	1	3.453E-5	6.8749E-5
because	76	58	0.001761029	0.002681211
fine	46	24	0.00107043	0.0011229
develop	2	0	5.755E-5	2.2916E-5
phone	14	3	3.3379E-4	1.60414E-4
setting	73	38	0.001691969	0.001764558
borrow	1	0	3.453E-5	2.2916E-5
show	27	8	6.3305E-4	3.89578E-4
calendar	3	1	8.057E-5	6.8749E-5
goods	0	1	1.151E-5	6.8749E-5
choose	24	6	5.6399E-4	2.97912E-4
channel	2	0	5.755E-5	2.2916E-5
exterminate	6	0	1.4963E-4	2.2916E-5
strong	4	1	1.0359E-4	6.8749E-5
illinois	1	0	3.453E-5	2.2916E-5
practical	3	1	8.057E-5	6.8749E-5
funny	0	1	1.151E-5	6.8749E-5
twice	12	5	2.8775E-4	2.5208E-4
lid	1	0	3.453E-5	2.2916E-5
florida	1	0	3.453E-5	2.2916E-5
not	680	515	0.015665105	0.023626739
glithe	0	1	1.151E-5	6.8749E-5
whiter	1	0	3.453E-5	2.2916E-5
gap	0	1	1.151E-5	6.8749E-5
flaky	2	0	5.755E-5	2.2916E-5
con	15	4	3.5681E-4	2.06247E-4
critter	1	0	3.453E-5	2.2916E-5
wherever	2	0	5.755E-5	2.2916E-5
chip	1	0	3.453E-5	2.2916E-5
typical	1	1	3.453E-5	6.8749E-5
ugly	2	2	5.755E-5	1.14582E-4
back	98	71	0.002267469	0.003277036
did	0	2	1.151E-5	1.14582E-4
acceptably	0	1	1.151E-5	6.8749E-5
temperature	20	2	4.7191E-4	1.14582E-4
whichever	2	0	5.755E-5	2.2916E-5
before	35	21	8.1721E-4	9.85402E-4
perhaps	3	4	8.057E-5	2.06247E-4
grand	2	0	5.755E-5	2.2916E-5
high	20	9	4.7191E-4	4.3541E-4
everyone	9	2	2.1869E-4	1.14582E-4
quieter	0	1	1.151E-5	6.8749E-5
spectacular	1	0	3.453E-5	2.2916E-5
rain	12	8	2.8775E-4	3.89578E-4
sub	0	1	1.151E-5	6.8749E-5
american	2	0	5.755E-5	2.2916E-5
absolutley	3	0	8.057E-5	2.2916E-5
bomb	3	0	8.057E-5	2.2916E-5
aforementioned	0	1	1.151E-5	6.8749E-5
dimension	3	1	8.057E-5	6.8749E-5
glare	1	0	3.453E-5	2.2916E-5
instant	1	0	3.453E-5	2.2916E-5
tokyo	1	0	3.453E-5	2.2916E-5
inappropriately	0	1	1.151E-5	6.8749E-5
receiver	1	1	3.453E-5	6.8749E-5
doesnt	3	2	8.057E-5	1.14582E-4
list	6	7	1.4963E-4	3.43745E-4
redemption	0	1	1.151E-5	6.8749E-5
stamp	1	0	3.453E-5	2.2916E-5
sandwich	1	0	3.453E-5	2.2916E-5
limited	2	1	5.755E-5	6.8749E-5
tock	0	1	1.151E-5	6.8749E-5
downside	7	0	1.7265E-4	2.2916E-5
economical	1	0	3.453E-5	2.2916E-5
spacesuit	1	0	3.453E-5	2.2916E-5
jeez	1	0	3.453E-5	2.2916E-5
athletic	1	0	3.453E-5	2.2916E-5
dump	1	1	3.453E-5	6.8749E-5
chimes	1	0	3.453E-5	2.2916E-5
tripod	1	0	3.453E-5	2.2916E-5
daytime	1	2	3.453E-5	1.14582E-4
synthesize	1	0	3.453E-5	2.2916E-5
scroll	1	4	3.453E-5	2.06247E-4
bass	1	2	3.453E-5	1.14582E-4
meddle	0	1	1.151E-5	6.8749E-5
fort	1	0	3.453E-5	2.2916E-5
switching	0	1	1.151E-5	6.8749E-5
strip	1	0	3.453E-5	2.2916E-5
powernap	1	0	3.453E-5	2.2916E-5
anxiety	0	1	1.151E-5	6.8749E-5
lrb	291	119	0.006710328	0.005477003
charge	5	1	1.2661E-4	6.8749E-5
thunderstorm	6	2	1.4963E-4	1.14582E-4
consciousness	1	0	3.453E-5	2.2916E-5
jauntily	1	0	3.453E-5	2.2916E-5
operated	2	2	5.755E-5	1.14582E-4
straw	0	1	1.151E-5	6.8749E-5
constant	6	3	1.4963E-4	1.60414E-4
peaceful	4	0	1.0359E-4	2.2916E-5
third	1	2	3.453E-5	1.14582E-4
innacurate	0	1	1.151E-5	6.8749E-5
separately	2	0	5.755E-5	2.2916E-5
young	1	2	3.453E-5	1.14582E-4
purchse	1	0	3.453E-5	2.2916E-5
babble	2	1	5.755E-5	6.8749E-5
pleasant	12	0	2.8775E-4	2.2916E-5
gracefully	1	0	3.453E-5	2.2916E-5
ramp	1	0	3.453E-5	2.2916E-5
basics	2	0	5.755E-5	2.2916E-5
lego	19	0	4.4889E-4	2.2916E-5
eye	20	1	4.7191E-4	6.8749E-5
personaly	1	0	3.453E-5	2.2916E-5
funtion	2	0	5.755E-5	2.2916E-5
concern	10	1	2.4171E-4	6.8749E-5
credit	1	3	3.453E-5	1.60414E-4
cricket	4	2	1.0359E-4	1.14582E-4
adapter	1	6	3.453E-5	2.97912E-4
alarm	830	319	0.019118104	0.014643536
quit	1	3	3.453E-5	1.60414E-4
happene	1	0	3.453E-5	2.2916E-5
rate	6	3	1.4963E-4	1.60414E-4
versus	2	0	5.755E-5	2.2916E-5
chipper	1	0	3.453E-5	2.2916E-5
rarely	1	0	3.453E-5	2.2916E-5
please	13	3	3.1077E-4	1.60414E-4
shipping	11	9	2.6473E-4	4.3541E-4
serious	1	3	3.453E-5	1.60414E-4
polite	2	0	5.755E-5	2.2916E-5
forth	0	2	1.151E-5	1.14582E-4
besides	4	2	1.0359E-4	1.14582E-4
usually	15	4	3.5681E-4	2.06247E-4
something	41	31	9.5533E-4	0.001443729
pitch	9	1	2.1869E-4	6.8749E-5
deck	1	0	3.453E-5	2.2916E-5
indoor	1	1	3.453E-5	6.8749E-5
against	4	1	1.0359E-4	6.8749E-5
motivate	1	0	3.453E-5	2.2916E-5
deco	1	0	3.453E-5	2.2916E-5
nine	0	1	1.151E-5	6.8749E-5
space	9	3	2.1869E-4	1.60414E-4
unfortunatly	0	1	1.151E-5	6.8749E-5
stormtroopers	1	0	3.453E-5	2.2916E-5
doctor	7	1	1.7265E-4	6.8749E-5
merchant	0	1	1.151E-5	6.8749E-5
equity	2	4	5.755E-5	2.06247E-4
strategically	0	1	1.151E-5	6.8749E-5
retro	13	7	3.1077E-4	3.43745E-4
illuminate	13	8	3.1077E-4	3.89578E-4
convenieance	1	0	3.453E-5	2.2916E-5
internal	1	3	3.453E-5	1.60414E-4
shoddiness	1	0	3.453E-5	2.2916E-5
witch	1	0	3.453E-5	2.2916E-5
acurite	0	1	1.151E-5	6.8749E-5
mentally	2	0	5.755E-5	2.2916E-5
rattle	2	0	5.755E-5	2.2916E-5
warmer	1	0	3.453E-5	2.2916E-5
transit	1	0	3.453E-5	2.2916E-5
character	4	1	1.0359E-4	6.8749E-5
veneer	1	0	3.453E-5	2.2916E-5
heavy	15	4	3.5681E-4	2.06247E-4
crumple	1	0	3.453E-5	2.2916E-5
girl	6	1	1.4963E-4	6.8749E-5
thisone	1	0	3.453E-5	2.2916E-5
prescription	1	0	3.453E-5	2.2916E-5
screen	16	12	3.7983E-4	5.72908E-4
interruption	1	0	3.453E-5	2.2916E-5
break	15	17	3.5681E-4	8.02072E-4
complaints	0	1	1.151E-5	6.8749E-5
jet	1	0	3.453E-5	2.2916E-5
panel	3	0	8.057E-5	2.2916E-5
reliable	18	6	4.2587E-4	2.97912E-4
indicate	3	2	8.057E-5	1.14582E-4
friend	19	3	4.4889E-4	1.60414E-4
floor	5	2	1.2661E-4	1.14582E-4
serviceable	1	0	3.453E-5	2.2916E-5
sturdily	1	0	3.453E-5	2.2916E-5
wakes	2	0	5.755E-5	2.2916E-5
breeze	4	1	1.0359E-4	6.8749E-5
fri	1	0	3.453E-5	2.2916E-5
failure	6	1	1.4963E-4	6.8749E-5
horrify	0	1	1.151E-5	6.8749E-5
havee	1	0	3.453E-5	2.2916E-5
practically	1	0	3.453E-5	2.2916E-5
tall	9	0	2.1869E-4	2.2916E-5
howard	1	0	3.453E-5	2.2916E-5
once	31	18	7.2513E-4	8.47904E-4
surgery	1	0	3.453E-5	2.2916E-5
bulb	3	6	8.057E-5	2.97912E-4
applaud	1	0	3.453E-5	2.2916E-5
sitter	1	0	3.453E-5	2.2916E-5
machine	27	10	6.3305E-4	4.81243E-4
